1:ItNr	2:Metric	2:Metric0	2:Metric1	2:Metric2	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient2||	4:||Gradient||	Time0[ms]	Time1[ms]	Time2[ms]	Time[ms]
550	-1.066697	-0.583073	-0.483640	0.000016	34.073702	305.273346	0.001243	0.002197	0.000000	0.002626	1.1	1.8	1.1	6.0
551	-1.046199	-0.562111	-0.484105	0.000017	33.280045	309.736909	0.001067	0.002470	0.000000	0.003050	1.0	1.8	1.0	5.8
552	-1.080054	-0.601208	-0.478866	0.000019	34.257021	304.260581	0.001312	0.002377	0.000000	0.003168	1.1	1.8	1.0	5.8
553	-1.029687	-0.559057	-0.470647	0.000017	33.616727	307.827553	0.001322	0.002283	0.000000	0.002978	1.2	1.6	1.1	7.8
554	-1.047595	-0.567854	-0.479760	0.000019	34.605751	302.352417	0.001197	0.002470	0.000000	0.003241	1.2	1.9	1.3	8.0
555	-1.056545	-0.570540	-0.486023	0.000018	34.390498	303.527393	0.001318	0.002028	0.000000	0.002848	1.0	1.9	1.4	8.2
556	-1.111462	-0.594726	-0.516754	0.000018	35.228311	299.004774	0.001885	0.002465	0.000000	0.003360	1.1	1.6	1.1	5.7
557	-1.091656	-0.607996	-0.483677	0.000017	35.053751	299.935918	0.001084	0.002266	0.000000	0.002932	1.1	1.8	1.2	6.0
558	-1.092022	-0.609619	-0.482420	0.000018	34.260098	304.243639	0.001299	0.004566	0.000000	0.005077	1.1	1.7	1.2	6.1
559	-1.091163	-0.604872	-0.486309	0.000018	33.466474	308.676735	0.001108	0.001574	0.000000	0.002061	1.3	1.8	1.3	6.4
560	-1.066256	-0.585558	-0.480716	0.000018	32.697569	313.096730	0.001420	0.002204	0.000000	0.003058	1.3	1.7	1.4	6.4
561	-1.078708	-0.563946	-0.514780	0.000018	32.046730	316.938167	0.001201	0.002177	0.000000	0.002936	1.3	2.0	1.0	6.3
562	-1.070804	-0.577471	-0.493351	0.000018	33.041223	311.105714	0.001784	0.003842	0.000000	0.003639	1.1	1.7	1.0	5.8
563	-1.051505	-0.572858	-0.478665	0.000018	32.737848	312.862049	0.001603	0.007749	0.000000	0.008005	1.1	1.6	1.0	7.7
564	-1.071959	-0.579605	-0.492372	0.000018	33.737848	307.146406	0.001111	0.003346	0.000000	0.003851	1.0	1.8	1.2	8.1
565	-1.050246	-0.578041	-0.472225	0.000019	32.944191	311.665316	0.001587	0.002426	0.000000	0.002954	1.1	1.7	1.2	5.9
566	-1.059062	-0.562696	-0.496384	0.000018	32.203879	316.002025	0.001293	0.002741	0.000000	0.003155	1.1	1.8	1.3	8.0
567	-1.080461	-0.583951	-0.496529	0.000018	31.441301	320.597182	0.001350	0.002587	0.000000	0.003229	1.1	1.8	1.2	8.3
568	-1.057207	-0.575130	-0.482096	0.000019	32.414242	314.757501	0.001018	0.001915	0.000000	0.002348	1.1	1.6	1.2	7.8
569	-1.101379	-0.603695	-0.497700	0.000017	33.312556	309.551505	0.001434	0.002674	0.000000	0.003141	1.2	1.9	1.3	8.5
570	-1.106029	-0.605323	-0.500724	0.000018	34.312069	303.957775	0.001249	0.002251	0.000000	0.002867	1.0	1.9	1.3	6.3
571	-1.083309	-0.596674	-0.486653	0.000018	34.321244	303.907363	0.001528	0.002508	0.000000	0.003127	1.2	1.8	1.1	6.1
572	-1.080732	-0.601143	-0.479607	0.000017	35.321244	298.511401	0.001237	0.001975	0.000000	0.002625	1.1	1.9	1.2	6.1
573	-1.105144	-0.599880	-0.505282	0.000018	36.321244	293.303709	0.001075	0.002250	0.000000	0.002701	1.0	1.7	1.5	6.2
574	-1.092240	-0.610769	-0.481489	0.000018	36.690763	291.425049	0.001453	0.002736	0.000000	0.003003	2.0	2.7	1.3	10.0
575	-1.081819	-0.586120	-0.495718	0.000018	35.898275	295.484063	0.001138	0.001981	0.000000	0.002184	1.1	1.8	1.1	9.2
576	-1.075071	-0.581599	-0.493490	0.000018	36.750160	291.125311	0.001424	0.002613	0.000000	0.003158	1.1	1.7	1.2	8.1
577	-1.094845	-0.587822	-0.507041	0.000018	35.985571	295.031411	0.001055	0.002154	0.000000	0.002562	1.2	1.8	1.2	8.2
578	-1.070887	-0.578845	-0.492060	0.000018	36.083168	294.526987	0.001665	0.002071	0.000000	0.002940	1.2	1.8	1.4	8.4
579	-1.072312	-0.580799	-0.491531	0.000018	35.297278	298.638479	0.001277	0.002097	0.000000	0.002607	1.1	1.6	1.3	7.9
580	-1.100391	-0.600844	-0.499565	0.000018	36.297269	293.426435	0.001621	0.002200	0.000000	0.003160	1.2	1.7	1.1	7.9
581	-1.092795	-0.606491	-0.486323	0.000019	35.503687	297.547546	0.001166	0.002248	0.000000	0.002717	1.2	2.1	1.3	8.5
582	-1.086488	-0.582548	-0.503958	0.000017	34.823734	301.171778	0.001564	0.002288	0.000000	0.002752	1.2	1.9	1.1	9.2
583	-1.104385	-0.618689	-0.485714	0.000018	35.768730	296.158349	0.001385	0.002317	0.000000	0.002822	1.1	1.7	1.1	7.7
584	-1.068107	-0.576488	-0.491636	0.000018	35.124955	299.555403	0.001418	0.002353	0.000000	0.003112	1.2	1.8	1.4	8.5
585	-1.062383	-0.590317	-0.472084	0.000019	34.431403	303.303405	0.001336	0.002693	0.000000	0.003086	1.2	2.0	1.4	8.8
586	-1.044636	-0.550288	-0.494367	0.000019	35.416917	298.005175	0.001236	0.002198	0.000000	0.002750	1.3	2.1	1.4	8.7
587	-1.086186	-0.594785	-0.491419	0.000018	34.647073	302.127899	0.001178	0.002046	0.000000	0.002335	1.3	1.8	1.2	8.5
588	-1.032302	-0.571467	-0.460852	0.000018	33.881338	306.343360	0.001152	0.002293	0.000000	0.002442	1.2	1.9	1.3	8.7
589	-1.042399	-0.576476	-0.465942	0.000018	34.862585	300.962322	0.001587	0.002441	0.000000	0.003054	1.5	1.8	1.2	7.0
590	-1.085822	-0.597477	-0.488362	0.000017	35.833012	295.823373	0.001556	0.002210	0.000000	0.002835	1.3	1.9	1.3	8.7
591	-1.061797	-0.588546	-0.473269	0.000018	35.040015	300.009437	0.001410	0.002747	0.000000	0.003358	1.4	2.2	1.3	9.2
592	-1.090489	-0.598813	-0.491692	0.000017	34.246728	304.317269	0.001839	0.002645	0.000000	0.003664	1.2	1.7	1.1	7.9
593	-1.122432	-0.630154	-0.492296	0.000018	35.207727	299.114271	0.001415	0.003722	0.000000	0.004599	1.2	1.8	1.2	8.1
594	-1.068337	-0.596318	-0.472037	0.000018	34.414070	303.398276	0.001316	0.002119	0.000000	0.002540	1.2	1.7	1.2	8.0
595	-1.125660	-0.623618	-0.502061	0.000018	35.414064	298.020248	0.001339	0.002304	0.000000	0.002863	1.2	2.0	1.3	8.4
596	-1.075006	-0.597543	-0.477482	0.000019	36.109037	294.393572	0.001812	0.002351	0.000000	0.003493	1.1	1.7	1.3	7.4
597	-1.101495	-0.604575	-0.496938	0.000018	37.108763	289.328710	0.002792	0.002783	0.000000	0.003374	1.1	2.0	1.1	6.1
598	-1.061641	-0.592142	-0.469517	0.000018	38.057945	284.678604	0.001596	0.002226	0.000000	0.003272	1.1	1.8	1.3	6.0
599	-1.067635	-0.585351	-0.482302	0.000018	37.264290	288.556395	0.001669	0.002568	0.000000	0.002906	1.1	1.9	1.1	6.1
600	-1.063775	-0.590585	-0.473209	0.000019	36.620093	291.782475	0.001287	0.002318	0.000000	0.002594	1.1	1.8	1.0	5.7
601	-1.130421	-0.612650	-0.517787	0.000017	37.619999	286.805421	0.001190	0.001825	0.000000	0.002565	1.3	2.1	1.3	8.0
602	-1.090625	-0.599486	-0.491159	0.000019	38.452029	282.791581	0.001529	0.002496	0.000000	0.003157	1.5	1.8	1.2	7.1
603	-1.038753	-0.574017	-0.464755	0.000019	37.704444	286.392855	0.001400	0.002743	0.000000	0.003684	1.3	1.7	1.3	8.3
604	-1.114619	-0.611199	-0.503437	0.000017	38.704368	281.596371	0.001192	0.002609	0.000000	0.003315	1.1	1.7	1.1	6.4
605	-1.091172	-0.592560	-0.498630	0.000018	37.910808	285.389627	0.001373	0.003511	0.000000	0.004270	1.1	1.7	1.2	7.0
606	-1.071981	-0.577118	-0.494881	0.000019	38.910808	280.626052	0.001252	0.002450	0.000000	0.002937	1.0	1.8	1.2	7.8
607	-1.057687	-0.577466	-0.480240	0.000019	38.901658	280.668918	0.001389	0.002654	0.000000	0.003228	1.2	2.0	1.3	8.5
608	-1.086344	-0.610279	-0.476082	0.000018	39.901124	276.062774	0.001267	0.002300	0.000000	0.002967	1.1	1.9	1.3	8.8
609	-1.098063	-0.575049	-0.523031	0.000018	40.558449	273.114961	0.001419	0.002052	0.000000	0.002303	1.6	1.9	1.3	8.8
610	-1.057207	-0.588673	-0.468553	0.000019	39.825582	276.405632	0.001214	0.002299	0.000000	0.002628	1.4	2.0	1.2	10.4
611	-1.069419	-0.593999	-0.475438	0.000018	40.744754	272.290879	0.001769	0.002722	0.000000	0.003700	1.0	1.5	1.1	7.0
612	-1.120094	-0.600568	-0.519544	0.000018	41.600755	268.567583	0.001403	0.002329	0.000000	0.002700	1.3	2.0	2.2	9.3
613	-1.059969	-0.572226	-0.487762	0.000019	40.987053	271.226533	0.001691	0.002575	0.000000	0.002679	1.4	1.6	1.4	8.6
614	-1.079496	-0.590430	-0.489085	0.000019	41.931068	267.157921	0.001256	0.002245	0.000000	0.003033	1.2	1.7	1.1	8.2
615	-1.048499	-0.567210	-0.481308	0.000019	41.156496	270.487149	0.001243	0.002275	0.000000	0.002989	1.2	1.8	1.4	8.3
616	-1.082947	-0.590381	-0.492585	0.000019	40.840841	271.867801	0.001275	0.001825	0.000000	0.002566	1.8	2.4	1.5	9.7
617	-1.074588	-0.574483	-0.500122	0.000018	40.497076	273.387523	0.001450	0.003278	0.000000	0.004374	2.0	2.7	1.7	12.4
618	-1.124058	-0.616955	-0.507122	0.000019	39.703423	276.961866	0.001139	0.002687	0.000000	0.003192	1.3	1.9	1.3	9.0
619	-1.037053	-0.570798	-0.466274	0.000019	40.675625	272.596076	0.001267	0.002532	0.000000	0.002828	1.3	2.1	1.5	9.0
620	-1.118169	-0.609084	-0.509103	0.000019	40.027469	275.491245	0.001123	0.002320	0.000000	0.002918	1.2	1.9	1.3	6.2
621	-1.073244	-0.578305	-0.494958	0.000019	39.235342	279.114100	0.001415	0.002491	0.000000	0.002971	1.2	1.9	1.4	7.9
622	-1.058287	-0.574710	-0.483595	0.000018	39.778156	276.621314	0.002064	0.002659	0.000000	0.003129	1.2	1.9	1.5	6.7
623	-1.057249	-0.574801	-0.482467	0.000019	40.778155	272.143661	0.001376	0.001989	0.000000	0.002706	1.2	1.7	1.2	6.1
624	-1.052398	-0.573815	-0.478601	0.000019	41.772620	267.832272	0.001331	0.002322	0.000000	0.002992	1.1	1.7	1.2	5.9
625	-1.046522	-0.571531	-0.475009	0.000019	42.491510	264.799709	0.003215	0.002995	0.000000	0.003845	1.1	1.8	1.3	6.1
626	-1.074279	-0.604363	-0.469934	0.000019	43.488834	260.704566	0.001309	0.002015	0.000000	0.002839	1.0	1.7	1.2	7.3
627	-1.045799	-0.593978	-0.451839	0.000018	42.700412	263.931313	0.001342	0.002213	0.000000	0.002995	1.2	1.7	1.1	9.9
628	-1.051034	-0.586456	-0.464596	0.000018	42.438898	265.019317	0.001696	0.002725	0.000000	0.003712	1.2	1.7	1.3	10.1
629	-1.012712	-0.559721	-0.453012	0.000020	41.645241	268.376867	0.001300	0.003280	0.000000	0.003887	1.2	1.8	1.2	8.1
630	-1.037263	-0.561742	-0.475540	0.000018	40.851762	271.819795	0.001083	0.002185	0.000000	0.002561	2.0	1.9	1.4	9.2
631	-1.029742	-0.566401	-0.463360	0.000019	41.823328	267.616091	0.001508	0.002828	0.000000	0.003067	1.3	2.2	1.2	9.2
632	-1.075653	-0.579564	-0.496108	0.000019	42.111035	266.396095	0.001453	0.003326	0.000000	0.004143	1.5	2.1	1.3	8.9
633	-1.034699	-0.559636	-0.475082	0.000019	41.317378	269.788843	0.001321	0.002019	0.000000	0.002861	1.3	1.8	1.3	9.5
634	-1.123954	-0.621676	-0.502297	0.000019	42.316920	265.529870	0.001104	0.001921	0.000000	0.002568	2.1	1.7	1.2	8.7
635	-1.069594	-0.586807	-0.482806	0.000018	43.254763	261.654274	0.001176	0.002860	0.000000	0.003364	1.3	2.5	1.2	10.8
636	-1.115433	-0.613907	-0.501544	0.000018	42.464980	264.910403	0.001370	0.002292	0.000000	0.002901	1.4	1.7	1.4	8.8
637	-1.063257	-0.589595	-0.473680	0.000019	43.463789	260.805851	0.001449	0.002200	0.000000	0.002637	1.3	2.2	1.5	9.3
638	-1.065515	-0.582120	-0.483415	0.000019	44.339778	257.309313	0.001284	0.002570	0.000000	0.002855	1.4	1.7	1.4	9.1
639	-1.094274	-0.599656	-0.494636	0.000019	45.339774	253.430671	0.001612	0.002533	0.000000	0.003080	2.1	1.9	1.2	9.0
640	-1.111559	-0.611633	-0.499944	0.000018	45.050350	254.541170	0.001254	0.002596	0.000000	0.003295	1.3	1.8	1.2	6.4
641	-1.092669	-0.600379	-0.492308	0.000019	46.050092	250.745866	0.001637	0.002482	0.000000	0.003179	1.1	1.8	1.2	8.3
642	-1.082301	-0.597182	-0.485137	0.000018	46.751281	248.150781	0.001243	0.002265	0.000000	0.002900	1.1	1.8	1.2	7.9
643	-1.041770	-0.561421	-0.480370	0.000020	47.322691	246.075399	0.001792	0.004044	0.000000	0.005146	1.4	2.0	1.3	8.6
644	-1.127363	-0.613512	-0.513870	0.000019	46.529072	248.967341	0.001370	0.002256	0.000000	0.002762	1.4	1.6	1.0	7.6
645	-1.078679	-0.583900	-0.494797	0.000019	45.735727	251.927027	0.001356	0.003003	0.000000	0.003294	1.9	1.8	1.1	8.4
646	-1.088168	-0.597165	-0.491021	0.000018	45.832946	251.560560	0.001715	0.002428	0.000000	0.002855	1.1	1.8	1.1	7.7
647	-1.082202	-0.588628	-0.493594	0.000020	45.234384	253.833921	0.001644	0.003462	0.000000	0.004044	1.2	1.9	1.4	8.7
648	-1.089043	-0.588047	-0.501013	0.000017	45.169826	254.081572	0.001381	0.001814	0.000000	0.002706	1.4	2.2	1.2	8.9
649	-1.048951	-0.564719	-0.484251	0.000019	44.476541	256.771862	0.001490	0.002801	0.000000	0.003359	1.4	2.6	1.7	10.0
650	-1.080320	-0.597682	-0.482659	0.000020	43.683208	259.921141	0.001433	0.002484	0.000000	0.002746	1.3	1.9	1.4	8.8
651	-1.092937	-0.605405	-0.487550	0.000019	44.676726	255.989213	0.001209	0.002171	0.000000	0.002775	1.3	1.8	1.1	7.8
652	-1.089696	-0.592976	-0.496739	0.000018	44.716094	255.835861	0.001269	0.002161	0.000000	0.002920	1.3	1.8	1.3	8.1
653	-1.068881	-0.599028	-0.469872	0.000019	45.677885	252.145572	0.001560	0.002617	0.000000	0.003435	1.3	1.6	1.0	7.6
654	-1.078009	-0.602587	-0.475440	0.000019	44.985840	254.790018	0.001619	0.002438	0.000000	0.003292	1.1	1.7	1.1	7.8
655	-1.064900	-0.585488	-0.479432	0.000020	45.970438	251.044101	0.002659	0.003670	0.000000	0.003195	1.0	1.7	1.2	5.7
656	-1.041989	-0.577339	-0.464670	0.000019	46.733207	248.216999	0.001213	0.002247	0.000000	0.002641	1.1	1.7	1.2	5.8
657	-1.068355	-0.596984	-0.471390	0.000019	47.271407	246.260243	0.000964	0.002263	0.000000	0.002666	1.1	1.7	1.0	5.7
658	-1.108912	-0.604340	-0.504591	0.000019	46.664082	248.470577	0.001399	0.002265	0.000000	0.002883	1.1	1.6	1.0	5.6
659	-1.068349	-0.574453	-0.493914	0.000018	47.620110	245.008838	0.001358	0.002906	0.000000	0.003401	1.0	1.7	1.0	5.6
660	-1.061849	-0.574815	-0.487053	0.000019	47.115738	246.823039	0.001340	0.001963	0.000000	0.002475	1.2	1.7	1.0	5.8
661	-1.061950	-0.574914	-0.487054	0.000019	46.325695	249.719419	0.001078	0.002611	0.000000	0.003264	1.1	1.5	1.1	5.6
662	-1.056501	-0.586654	-0.469865	0.000019	45.537701	252.676799	0.002683	0.003247	0.000000	0.004387	1.1	1.5	1.1	5.6
663	-1.064699	-0.578526	-0.486191	0.000018	46.537701	248.935529	0.002302	0.003181	0.000000	0.004176	1.1	1.6	1.3	6.3
664	-1.019488	-0.574559	-0.444949	0.000019	47.537423	245.304430	0.001871	0.003519	0.000000	0.004821	1.3	1.7	1.5	6.7
665	-1.067790	-0.590572	-0.477235	0.000018	48.433909	242.137214	0.001466	0.003164	0.000000	0.003323	1.2	1.9	1.3	6.2
666	-1.051638	-0.560091	-0.491566	0.000019	49.433778	238.699866	0.001768	0.002929	0.000000	0.003598	1.3	1.8	1.2	6.3
667	-1.102458	-0.591668	-0.510809	0.000018	50.339591	235.669046	0.001293	0.002000	0.000000	0.002721	1.1	1.9	1.2	6.1
668	-1.027047	-0.566489	-0.460576	0.000018	49.548060	238.313194	0.001550	0.002930	0.000000	0.003535	1.4	1.9	1.2	6.4
669	-1.064972	-0.591904	-0.473087	0.000019	48.770113	240.970419	0.001399	0.002569	0.000000	0.002626	1.3	1.8	1.5	6.5
670	-1.075537	-0.583334	-0.492222	0.000020	49.311471	239.115084	0.002553	0.003623	0.000000	0.005705	1.1	1.8	1.3	6.0
671	-1.108536	-0.593234	-0.515321	0.000019	48.533923	241.788937	0.001289	0.002117	0.000000	0.002660	1.2	1.6	1.2	5.9
672	-1.070285	-0.581899	-0.488406	0.000019	49.533920	238.360966	0.001124	0.002706	0.000000	0.002890	1.1	1.9	1.2	6.7
673	-1.096523	-0.591132	-0.505409	0.000019	48.740537	241.072612	0.001447	0.002113	0.000000	0.002713	1.4	2.1	1.6	7.9
674	-1.102786	-0.599667	-0.503138	0.000019	47.947436	243.845665	0.001368	0.003558	0.000000	0.003535	1.3	1.8	1.1	6.0
675	-1.077528	-0.585645	-0.491902	0.000019	48.746735	241.051187	0.001647	0.001943	0.000000	0.002823	1.2	1.7	1.2	8.2
676	-1.113648	-0.618552	-0.495115	0.000019	48.274206	242.695432	0.001454	0.002616	0.000000	0.003538	1.4	1.9	1.1	9.2
677	-1.057646	-0.573155	-0.484511	0.000019	49.274206	239.241883	0.001432	0.002606	0.000000	0.002819	1.1	1.9	1.1	6.0
678	-1.122113	-0.602372	-0.519759	0.000018	48.480560	241.974640	0.001322	0.001776	0.000000	0.002240	1.1	1.8	1.2	6.0
679	-1.077916	-0.585851	-0.492085	0.000020	49.335703	239.032704	0.001432	0.002790	0.000000	0.003144	1.1	1.9	1.1	6.0
680	-1.049521	-0.560403	-0.489138	0.000020	50.180719	236.195049	0.001096	0.002190	0.000000	0.002719	1.3	1.8	1.4	6.3
681	-1.093837	-0.597211	-0.496645	0.000020	49.387306	238.857463	0.001164	0.003336	0.000000	0.003880	1.3	1.7	1.1	5.8
682	-1.072903	-0.595663	-0.477259	0.000019	50.386858	235.513003	0.001402	0.002911	0.000000	0.003314	1.4	1.7	1.1	8.2
683	-1.087385	-0.593282	-0.494122	0.000019	51.386858	232.259471	0.001426	0.002652	0.000000	0.003044	1.4	1.9	1.3	9.1
684	-1.070574	-0.589644	-0.480950	0.000020	50.593436	234.833446	0.001227	0.002579	0.000000	0.002945	1.1	2.1	1.3	8.6
685	-1.092319	-0.592824	-0.499514	0.000019	51.588628	231.613876	0.001535	0.002464	0.000000	0.002938	1.2	2.0	1.2	8.3
686	-1.117410	-0.612297	-0.505133	0.000019	50.794985	234.174202	0.002201	0.002743	0.000000	0.002949	1.2	1.8	1.1	9.4
687	-1.079504	-0.590274	-0.489249	0.000020	50.057209	236.605598	0.001490	0.002075	0.000000	0.002621	1.1	2.2	1.4	8.7
688	-1.084373	-0.608165	-0.476226	0.000019	50.997589	233.515227	0.001339	0.002159	0.000000	0.002840	1.2	2.1	1.6	7.8
689	-1.094107	-0.601056	-0.493070	0.000019	51.993971	230.327699	0.001753	0.002376	0.000000	0.003521	1.2	2.0	1.5	8.0
690	-1.103800	-0.590328	-0.513492	0.000019	52.674466	228.200274	0.001514	0.003301	0.000000	0.003327	1.1	2.0	1.3	7.8
691	-1.098178	-0.587057	-0.511141	0.000020	53.673024	225.148687	0.001155	0.002411	0.000000	0.002850	1.1	1.8	2.1	6.8
692	-1.085213	-0.586893	-0.498340	0.000020	52.887224	227.543172	0.001463	0.002833	0.000000	0.003759	1.1	1.8	1.1	5.8
693	-1.031928	-0.545635	-0.486313	0.000019	53.881556	224.521687	0.001766	0.003126	0.000000	0.004327	1.1	1.8	1.1	5.8
694	-1.050228	-0.568909	-0.481338	0.000019	53.094375	226.907013	0.001520	0.002651	0.000000	0.003225	1.3	1.8	1.0	6.0
695	-1.046973	-0.571169	-0.475824	0.000020	53.041075	227.070356	0.001722	0.002017	0.000000	0.003138	1.5	1.6	1.0	6.0
696	-1.106255	-0.597127	-0.509147	0.000019	53.989620	224.198140	0.002083	0.002579	0.000000	0.003515	1.4	1.8	1.1	6.1
697	-1.069797	-0.590948	-0.478869	0.000019	53.195963	226.596335	0.001552	0.002113	0.000000	0.002612	1.1	1.6	1.0	5.9
698	-1.107568	-0.599021	-0.508566	0.000019	52.416003	229.003660	0.001657	0.002328	0.000000	0.003227	1.2	1.8	1.1	5.9
699	-1.055747	-0.577911	-0.477856	0.000020	52.033092	230.204320	0.001431	0.002344	0.000000	0.003020	1.1	1.7	1.0	5.9
700	-1.061652	-0.581260	-0.480411	0.000019	51.239738	232.732479	0.001345	0.001973	0.000000	0.002774	1.1	1.8	1.1	5.9
701	-1.106518	-0.597982	-0.508556	0.000019	52.235631	229.567674	0.001554	0.003176	0.000000	0.003459	1.1	1.8	1.3	6.0
702	-1.124313	-0.624751	-0.499581	0.000019	52.470433	228.834004	0.001389	0.001613	0.000000	0.002589	1.4	1.9	1.4	6.5
703	-1.078841	-0.595935	-0.482925	0.000019	51.681355	231.318381	0.001840	0.001988	0.000000	0.003120	1.2	1.8	1.1	8.7
704	-1.100250	-0.603802	-0.496467	0.000019	52.577789	228.500118	0.001551	0.003061	0.000000	0.003799	1.1	1.8	1.2	7.4
705	-1.077386	-0.596127	-0.481279	0.000020	51.803433	230.930502	0.001259	0.002166	0.000000	0.002797	1.2	2.0	1.2	6.4
706	-1.090869	-0.605949	-0.484939	0.000019	52.803358	227.801741	0.001531	0.002088	0.000000	0.003094	1.1	1.8	1.4	6.2
707	-1.088141	-0.598254	-0.489906	0.000019	53.802918	224.757722	0.001556	0.002781	0.000000	0.003511	1.1	1.7	1.1	5.9
708	-1.071822	-0.586868	-0.484974	0.000020	53.762184	224.880179	0.001307	0.002676	0.000000	0.003210	1.2	1.7	1.1	5.7
709	-1.115558	-0.609486	-0.506093	0.000020	54.756403	221.928877	0.001452	0.002429	0.000000	0.003049	1.4	1.7	1.2	8.0
710	-1.064469	-0.580881	-0.483608	0.000020	54.158466	223.694471	0.001323	0.002803	0.000000	0.003579	1.4	2.0	1.2	8.4
711	-1.087826	-0.603363	-0.484483	0.000020	53.364811	226.081840	0.001384	0.002243	0.000000	0.002776	1.2	1.8	1.2	6.1
712	-1.105853	-0.609363	-0.496509	0.000019	52.927234	227.420026	0.001249	0.001971	0.000000	0.002789	1.1	1.8	1.1	7.8
713	-1.035430	-0.568061	-0.467389	0.000019	52.133651	229.887790	0.001540	0.002814	0.000000	0.003811	2.0	1.6	1.2	8.8
714	-1.062365	-0.580365	-0.482019	0.000019	51.589669	231.610552	0.001349	0.002604	0.000000	0.003077	2.3	1.9	1.2	9.2
715	-1.097085	-0.607638	-0.489469	0.000021	50.796581	234.168996	0.001030	0.002478	0.000000	0.003083	1.3	1.7	1.2	8.6
716	-1.109532	-0.610980	-0.498572	0.000020	51.501754	231.891402	0.001232	0.002843	0.000000	0.003171	2.2	2.1	1.6	10.0
717	-1.086956	-0.589043	-0.497932	0.000019	52.383016	229.106600	0.001777	0.002693	0.000000	0.003560	1.3	2.1	1.4	8.9
718	-1.086349	-0.596046	-0.490322	0.000020	53.182748	226.636703	0.001099	0.002425	0.000000	0.003033	1.2	1.9	1.2	8.1
719	-1.106967	-0.599901	-0.507085	0.000019	54.182746	223.622230	0.001191	0.002699	0.000000	0.003316	1.1	1.8	1.3	8.1
720	-1.080584	-0.600158	-0.480446	0.000020	53.389096	226.008035	0.001323	0.003030	0.000000	0.003585	1.2	1.7	1.1	8.1
721	-1.086731	-0.593190	-0.493560	0.000019	54.294969	223.288934	0.001406	0.002266	0.000000	0.002500	1.2	1.7	1.2	7.9
722	-1.053063	-0.576019	-0.477063	0.000020	55.294876	220.362550	0.001163	0.002447	0.000000	0.003111	1.1	1.8	1.2	7.9
723	-1.122432	-0.618592	-0.503860	0.000020	54.501962	222.676773	0.001452	0.002319	0.000000	0.003169	1.1	1.9	1.3	8.2
724	-1.070954	-0.581700	-0.489274	0.000020	55.501924	219.766150	0.001645	0.002715	0.000000	0.003026	1.2	1.8	1.4	8.4
725	-1.038240	-0.577238	-0.461022	0.000020	56.468743	217.023444	0.001439	0.003413	0.000000	0.003626	1.1	2.0	1.2	8.1
726	-1.075605	-0.581873	-0.493751	0.000020	55.686563	219.237019	0.001529	0.002752	0.000000	0.003177	1.2	1.7	1.2	8.1
727	-1.059309	-0.580871	-0.478457	0.000020	56.568191	216.745203	0.001397	0.002247	0.000000	0.002965	1.2	1.9	1.3	8.4
728	-1.054245	-0.590093	-0.464172	0.000020	55.774764	218.985153	0.001205	0.002115	0.000000	0.002787	1.1	1.8	1.2	7.5
729	-1.054474	-0.580971	-0.473523	0.000019	54.982996	221.267051	0.001359	0.002816	0.000000	0.003320	1.3	2.1	1.3	8.6
730	-1.101077	-0.589743	-0.511354	0.000019	54.200231	223.570236	0.001182	0.002818	0.000000	0.003396	1.6	9.0	1.1	16.0
731	-1.096084	-0.606254	-0.489849	0.000019	53.406624	225.954794	0.001550	0.006739	0.000000	0.007764	2.7	6.1	4.4	17.3
732	-1.075600	-0.587784	-0.487835	0.000019	52.612967	228.390923	0.001220	0.001603	0.000000	0.002248	1.3	1.8	1.6	8.8
733	-1.073743	-0.591266	-0.482497	0.000020	53.612263	225.332038	0.001215	0.002481	0.000000	0.003183	1.5	1.8	1.4	8.3
734	-1.086464	-0.587464	-0.499021	0.000020	52.855155	227.641976	0.001358	0.002249	0.000000	0.002769	1.2	2.0	1.6	8.6
735	-1.088613	-0.599832	-0.488800	0.000020	53.842199	224.639756	0.001292	0.002121	0.000000	0.002918	1.7	1.9	1.2	10.7
736	-1.044675	-0.575599	-0.469096	0.000020	53.050758	227.040667	0.001298	0.002212	0.000000	0.002898	1.4	2.0	1.7	9.0
737	-1.090079	-0.597136	-0.492962	0.000019	52.257117	229.500343	0.001294	0.002175	0.000000	0.002901	6.7	2.2	1.3	15.5
738	-1.068182	-0.591603	-0.476599	0.000020	51.463548	232.013666	0.001407	0.002218	0.000000	0.003052	1.3	1.8	1.3	8.4
739	-1.075394	-0.597266	-0.478148	0.000020	52.450092	228.897376	0.001418	0.002370	0.000000	0.003089	1.3	1.7	1.1	8.2
740	-1.105854	-0.615822	-0.490052	0.000020	53.433677	225.872670	0.001352	0.002582	0.000000	0.003392	1.2	1.8	1.4	8.3
741	-1.097637	-0.588762	-0.508894	0.000020	52.640020	228.307019	0.001187	0.002637	0.000000	0.003274	1.3	2.9	7.0	15.1
742	-1.085508	-0.611089	-0.474438	0.000020	51.895973	230.637342	0.001412	0.002306	0.000000	0.003149	1.5	1.8	1.4	9.0
743	-1.088586	-0.599883	-0.488723	0.000020	52.891322	227.530553	0.001228	0.002616	0.000000	0.003111	1.2	2.1	1.2	8.7
744	-1.119010	-0.619556	-0.499475	0.000021	52.131324	229.895103	0.001742	0.002339	0.000000	0.003298	1.2	1.8	1.5	8.3
