1:ItNr	2:Metric	2:Metric0	2:Metric1	2:Metric2	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient2||	4:||Gradient||	Time0[ms]	Time1[ms]	Time2[ms]	Time[ms]
745	-1.064824	-0.592808	-0.472036	0.000020	51.343336	232.399199	0.001535	0.002604	0.000000	0.003094	2.8	2.3	1.3	10.7
746	-1.055689	-0.591757	-0.463952	0.000021	50.554548	234.961073	0.001320	0.002102	0.000000	0.002416	1.4	2.0	1.9	11.6
747	-1.047816	-0.573954	-0.473882	0.000020	51.300243	232.537716	0.002074	0.002393	0.000000	0.003054	5.5	2.0	1.3	15.7
748	-1.084395	-0.586535	-0.497880	0.000020	50.548592	234.980631	0.001249	0.002428	0.000000	0.003000	1.1	1.8	1.2	7.9
749	-1.082276	-0.581872	-0.500425	0.000020	51.534471	231.786808	0.001484	0.002384	0.000000	0.002826	2.0	2.0	1.6	11.9
750	-1.023817	-0.557348	-0.466490	0.000021	51.565814	231.686693	0.001425	0.002364	0.000000	0.002768	1.3	1.9	1.2	10.4
751	-1.075648	-0.596275	-0.479392	0.000019	52.565661	228.537788	0.001257	0.001825	0.000000	0.002479	1.2	1.6	1.4	8.2
752	-1.109958	-0.613517	-0.496461	0.000019	53.453670	225.812017	0.001567	0.002334	0.000000	0.002927	1.9	1.7	1.3	10.9
753	-1.071352	-0.580717	-0.490655	0.000020	53.786715	224.806416	0.001649	0.002634	0.000000	0.003392	1.1	1.7	1.1	9.3
754	-1.024817	-0.558173	-0.466664	0.000020	54.786715	221.840113	0.001500	0.002677	0.000000	0.002630	2.2	1.8	1.2	11.0
755	-1.051436	-0.578093	-0.473363	0.000020	55.652272	219.335094	0.001166	0.002984	0.000000	0.003434	1.2	2.0	1.2	8.2
756	-1.104644	-0.603341	-0.501324	0.000021	55.072788	221.005880	0.001328	0.002202	0.000000	0.003089	2.3	1.8	1.2	9.3
757	-1.077728	-0.583042	-0.494708	0.000021	54.279135	223.335900	0.001644	0.003095	0.000000	0.003370	1.3	3.0	2.0	10.3
758	-1.075166	-0.589707	-0.485478	0.000019	53.488703	225.705815	0.002055	0.002271	0.000000	0.003411	2.6	2.5	8.7	17.9
759	-1.075145	-0.587121	-0.488045	0.000021	54.488700	222.715894	0.001446	0.001919	0.000000	0.002451	1.4	1.8	1.2	8.5
760	-1.098754	-0.608491	-0.490284	0.000020	55.476190	219.840101	0.001289	0.002204	0.000000	0.002921	7.6	2.4	1.3	15.4
761	-1.067770	-0.567311	-0.500479	0.000020	56.181282	217.831746	0.001953	0.002061	0.000000	0.003292	1.4	1.8	1.4	8.6
762	-1.014892	-0.554726	-0.460186	0.000020	57.181282	215.045507	0.001478	0.002222	0.000000	0.002790	7.2	2.1	1.3	16.3
763	-1.074476	-0.582661	-0.491834	0.000020	58.180260	212.332384	0.001664	0.002191	0.000000	0.002612	1.2	2.0	1.2	8.4
764	-1.059416	-0.573547	-0.485890	0.000020	57.415880	214.402153	0.001513	0.002271	0.000000	0.002934	5.7	2.2	1.5	13.5
765	-1.061321	-0.586856	-0.474485	0.000019	57.967751	212.903788	0.001284	0.001782	0.000000	0.002391	1.3	1.9	1.2	10.3
766	-1.071198	-0.571308	-0.499909	0.000019	57.517786	214.123886	0.001326	0.002246	0.000000	0.002887	1.9	2.2	1.4	9.6
767	-1.070358	-0.576667	-0.493712	0.000021	58.487848	211.510737	0.001355	0.002526	0.000000	0.003182	2.5	2.1	1.3	11.9
768	-1.100289	-0.603553	-0.496756	0.000020	57.696619	213.637301	0.001183	0.002481	0.000000	0.003126	1.1	1.7	1.4	10.0
769	-1.135619	-0.627069	-0.508570	0.000020	57.013456	215.508121	0.001764	0.002027	0.000000	0.002899	1.3	2.0	1.3	8.6
770	-1.065765	-0.600988	-0.464799	0.000021	56.253652	217.627683	0.001490	0.001977	0.000000	0.002941	1.3	2.0	1.3	6.8
771	-1.069368	-0.588645	-0.480744	0.000021	57.049673	215.408120	0.001346	0.001900	0.000000	0.002683	1.3	2.6	1.2	8.8
772	-1.088188	-0.600480	-0.487728	0.000020	58.048264	212.686940	0.001608	0.003562	0.000000	0.004697	1.2	1.6	1.0	7.6
773	-1.066115	-0.590303	-0.475832	0.000021	57.759925	213.465583	0.001513	0.002065	0.000000	0.002776	1.1	1.6	1.1	9.6
774	-1.111976	-0.619595	-0.492403	0.000021	58.759925	210.789231	0.001330	0.001988	0.000000	0.002756	1.2	1.6	1.3	9.6
775	-1.110759	-0.617122	-0.493658	0.000021	58.132206	212.461325	0.001351	0.002636	0.000000	0.003141	1.1	2.5	1.4	8.8
776	-1.084964	-0.600979	-0.484004	0.000019	58.469603	211.559296	0.001297	0.002072	0.000000	0.002929	1.3	1.5	1.3	7.9
777	-1.110510	-0.590633	-0.519896	0.000020	58.000735	212.814899	0.001398	0.002375	0.000000	0.002918	1.2	1.7	1.1	7.9
778	-1.128605	-0.613816	-0.514808	0.000019	58.571394	211.288662	0.001147	0.001934	0.000000	0.002654	1.3	1.7	1.2	8.0
779	-1.123061	-0.620052	-0.503030	0.000020	57.996071	212.827464	0.001426	0.002352	0.000000	0.002953	1.1	1.8	1.2	5.9
780	-1.097274	-0.592067	-0.505228	0.000020	58.022440	212.756445	0.001683	0.003037	0.000000	0.003003	1.1	1.6	1.1	7.1
781	-1.075302	-0.602960	-0.472362	0.000020	59.017487	210.110739	0.001346	0.002664	0.000000	0.002656	1.1	1.9	1.3	6.2
782	-1.078801	-0.590784	-0.488038	0.000020	58.686017	210.984738	0.001550	0.003204	0.000000	0.004088	1.4	2.1	1.9	9.3
783	-1.097106	-0.581558	-0.515568	0.000021	58.202284	212.273340	0.001532	0.001994	0.000000	0.002921	1.2	2.1	1.3	8.4
784	-1.082122	-0.580118	-0.502025	0.000021	57.409114	214.420652	0.001157	0.003989	0.000000	0.004292	7.9	2.0	1.4	15.3
785	-1.058106	-0.585186	-0.472940	0.000020	56.777168	216.162837	0.002086	0.003790	0.000000	0.005373	1.2	1.9	1.3	10.4
786	-1.067401	-0.572029	-0.495392	0.000021	57.777168	213.418859	0.001182	0.002191	0.000000	0.002887	1.1	3.2	1.3	10.0
787	-1.107457	-0.601087	-0.506390	0.000020	58.610165	211.185762	0.001583	0.002726	0.000000	0.003525	9.5	2.2	1.3	17.1
788	-1.028682	-0.563955	-0.464747	0.000021	57.817191	213.310486	0.001502	0.005113	0.000000	0.005771	1.1	1.8	1.1	8.2
789	-1.039784	-0.571239	-0.468565	0.000020	57.253600	214.846773	0.001522	0.002271	0.000000	0.002730	1.4	1.9	1.3	8.3
790	-1.088267	-0.595353	-0.492934	0.000020	58.253500	212.136164	0.001407	0.002385	0.000000	0.003049	1.4	3.4	1.4	10.5
791	-1.063446	-0.563966	-0.499500	0.000020	57.627901	213.824014	0.001164	0.002517	0.000000	0.003083	1.2	2.9	1.3	9.6
792	-1.062764	-0.590450	-0.472337	0.000022	57.871191	213.164440	0.001530	0.003232	0.000000	0.003942	1.2	1.8	1.2	8.0
793	-1.058751	-0.591394	-0.467379	0.000022	57.077541	215.331237	0.001426	0.004098	0.000000	0.004793	1.1	1.8	1.2	6.9
794	-1.070105	-0.570419	-0.499709	0.000022	56.453493	217.066172	0.001500	0.002478	0.000000	0.003250	2.2	1.8	1.3	9.3
795	-1.098954	-0.598383	-0.500592	0.000021	57.451799	214.303988	0.001156	0.002829	0.000000	0.003155	1.2	1.9	1.2	8.2
796	-1.057999	-0.575638	-0.482383	0.000022	56.658142	216.494150	0.001313	0.002167	0.000000	0.002578	1.2	1.7	1.2	7.4
797	-1.124749	-0.621419	-0.503350	0.000020	56.353403	217.347043	0.001269	0.002089	0.000000	0.002829	1.0	1.8	1.3	5.9
798	-1.067029	-0.586010	-0.481040	0.000020	55.886834	218.665960	0.001525	0.001856	0.000000	0.002845	1.2	1.7	1.2	6.0
799	-1.083793	-0.612697	-0.471116	0.000020	56.881309	215.873791	0.001600	0.002375	0.000000	0.003509	1.1	1.8	1.2	5.9
800	-1.075177	-0.599754	-0.475442	0.000019	56.088043	218.095217	0.001524	0.002464	0.000000	0.002972	1.2	2.8	1.2	9.0
801	-1.061415	-0.574302	-0.487133	0.000020	57.075439	215.337033	0.001254	0.003000	0.000000	0.003665	1.1	1.8	1.2	7.7
802	-1.099522	-0.610557	-0.488985	0.000020	56.281782	217.548470	0.001171	0.002574	0.000000	0.003233	1.2	1.7	1.0	9.8
803	-1.074701	-0.593688	-0.481035	0.000021	56.648050	216.522288	0.001387	0.002565	0.000000	0.002887	1.2	1.6	1.1	7.4
804	-1.082335	-0.603625	-0.478729	0.000020	57.537238	214.070851	0.001120	0.001833	0.000000	0.002373	1.3	1.8	1.1	8.0
805	-1.064015	-0.564883	-0.499152	0.000020	58.114758	212.508182	0.001542	0.002465	0.000000	0.002783	1.3	1.6	1.1	7.7
806	-1.052167	-0.571950	-0.480238	0.000021	57.412531	214.411308	0.001641	0.002217	0.000000	0.002729	1.2	1.6	1.0	5.7
807	-1.077696	-0.599505	-0.478212	0.000020	58.348896	211.881125	0.001558	0.003765	0.000000	0.004915	1.2	1.7	1.0	9.7
808	-1.080699	-0.588401	-0.492319	0.000020	59.240732	209.526172	0.001322	0.002096	0.000000	0.002727	1.1	1.6	1.1	7.5
809	-1.076983	-0.587359	-0.489644	0.000021	60.240635	206.947342	0.001211	0.002442	0.000000	0.003081	1.3	1.8	1.4	8.3
810	-1.048527	-0.567139	-0.481410	0.000021	61.179330	204.583480	0.001412	0.002026	0.000000	0.002739	1.3	2.1	1.7	9.1
811	-1.066682	-0.586785	-0.479917	0.000020	60.387573	206.573715	0.001366	0.002634	0.000000	0.003368	1.3	1.9	1.4	10.4
812	-1.076857	-0.575104	-0.501774	0.000020	61.338999	204.186760	0.001200	0.002226	0.000000	0.002755	10.0	2.2	3.4	20.0
813	-1.115267	-0.612466	-0.502822	0.000020	62.338995	201.736693	0.001336	0.002567	0.000000	0.003026	1.4	2.6	1.2	9.3
814	-1.080332	-0.607585	-0.472768	0.000021	61.546240	203.674128	0.001255	0.002203	0.000000	0.002893	6.8	2.2	1.2	12.6
815	-1.054141	-0.574903	-0.479259	0.000020	62.544867	201.239572	0.001729	0.002342	0.000000	0.003360	1.2	1.9	1.3	8.5
816	-1.084402	-0.600176	-0.484248	0.000021	61.766085	203.133125	0.001420	0.002483	0.000000	0.002898	8.2	1.9	1.4	15.7
817	-1.092628	-0.588609	-0.504038	0.000020	60.972828	205.098858	0.001419	0.002797	0.000000	0.003315	1.3	1.8	1.2	8.2
818	-1.075464	-0.574349	-0.501137	0.000021	61.972759	202.627145	0.001071	0.002273	0.000000	0.002699	7.1	1.8	1.2	14.0
819	-1.065181	-0.599593	-0.465609	0.000021	62.671444	200.935140	0.001452	0.002652	0.000000	0.003027	1.1	1.9	1.1	8.0
820	-1.117472	-0.610426	-0.507067	0.000021	61.879794	202.854431	0.001613	0.002163	0.000000	0.002470	1.1	1.7	1.1	7.7
821	-1.099573	-0.594337	-0.505255	0.000020	61.090876	204.803923	0.001214	0.002118	0.000000	0.002604	1.1	1.7	1.1	7.8
822	-1.095508	-0.594183	-0.501345	0.000021	60.330936	206.717568	0.001245	0.002405	0.000000	0.003000	1.1	1.8	1.2	6.1
823	-1.096620	-0.590544	-0.506096	0.000020	61.330810	204.207070	0.001240	0.002396	0.000000	0.003014	1.1	1.7	1.3	7.8
824	-1.085978	-0.597536	-0.488463	0.000021	62.330034	201.758389	0.001371	0.002573	0.000000	0.003338	1.3	1.7	1.3	8.3
825	-1.047115	-0.569484	-0.477652	0.000021	61.557506	203.646334	0.001381	0.001871	0.000000	0.002357	1.1	1.7	1.2	6.1
826	-1.054275	-0.581706	-0.472590	0.000022	60.766943	205.615287	0.001318	0.003424	0.000000	0.003605	1.1	1.8	1.1	7.3
827	-1.067963	-0.592696	-0.475287	0.000021	61.647521	203.424532	0.001489	0.002193	0.000000	0.002592	1.2	1.8	1.2	6.2
828	-1.043050	-0.587393	-0.455678	0.000022	62.647130	200.993547	0.001521	0.002102	0.000000	0.003110	1.1	1.8	1.1	6.0
829	-1.033657	-0.561915	-0.471763	0.000021	62.335671	201.744742	0.001243	0.001721	0.000000	0.002318	1.1	1.8	1.1	10.1
830	-1.067324	-0.578267	-0.489078	0.000021	61.550591	203.663392	0.000935	0.002463	0.000000	0.002631	1.2	1.8	1.1	6.0
831	-1.122255	-0.616523	-0.505753	0.000021	60.903316	205.272927	0.001391	0.002751	0.000000	0.003258	1.1	1.6	1.1	5.9
832	-1.063946	-0.592936	-0.471032	0.000022	60.128780	207.232667	0.001278	0.002060	0.000000	0.002805	1.1	1.9	1.1	6.2
833	-1.056221	-0.557777	-0.498465	0.000021	61.087267	204.812926	0.001352	0.003016	0.000000	0.003010	1.1	1.8	1.2	6.6
834	-1.104592	-0.600430	-0.504182	0.000020	60.361850	206.639024	0.001324	0.002414	0.000000	0.002878	1.1	1.7	1.3	6.0
835	-1.082558	-0.603037	-0.479542	0.000021	61.358537	204.138320	0.001471	0.002223	0.000000	0.002620	1.1	1.8	1.3	6.2
836	-1.075443	-0.578113	-0.497351	0.000022	61.212285	204.501473	0.001360	0.003074	0.000000	0.003757	1.1	1.8	1.3	8.3
837	-1.091731	-0.587483	-0.504269	0.000021	60.420346	206.490567	0.001677	0.003115	0.000000	0.004440	1.3	1.7	1.6	6.2
838	-1.085585	-0.599375	-0.486231	0.000021	59.627234	208.521769	0.001344	0.002160	0.000000	0.002821	1.4	1.8	1.2	6.6
839	-1.085703	-0.604509	-0.481215	0.000021	60.620858	205.983295	0.001282	0.001902	0.000000	0.002487	1.1	2.0	1.4	9.7
840	-1.072342	-0.578201	-0.494162	0.000021	60.046399	207.443310	0.001320	0.002192	0.000000	0.002538	1.1	1.9	1.4	8.1
841	-1.081474	-0.579894	-0.501601	0.000021	61.028567	204.959492	0.002462	0.007523	0.000000	0.009419	1.2	1.6	1.3	7.5
842	-1.101169	-0.599636	-0.501554	0.000021	61.818994	203.003351	0.001216	0.002060	0.000000	0.002709	1.4	1.9	1.0	8.6
843	-1.081867	-0.592830	-0.489058	0.000021	62.818957	200.581514	0.001362	0.001698	0.000000	0.002471	1.1	9.9	1.2	16.2
844	-1.063660	-0.592374	-0.471306	0.000021	62.408858	201.567721	0.001322	0.002320	0.000000	0.003227	1.2	1.7	1.3	11.6
845	-1.055709	-0.571900	-0.483830	0.000021	61.743794	203.187847	0.001400	0.002412	0.000000	0.003125	4.9	1.9	1.1	12.2
846	-1.019567	-0.544004	-0.475584	0.000020	62.743794	200.761545	0.001340	0.002354	0.000000	0.003072	1.4	2.0	1.4	15.5
847	-1.062288	-0.575544	-0.486765	0.000021	63.735719	198.411408	0.001412	0.002618	0.000000	0.003378	1.1	2.2	1.4	8.8
848	-1.094531	-0.582745	-0.511806	0.000020	62.942073	200.287326	0.001712	0.002287	0.000000	0.003313	7.9	2.6	1.3	20.0
849	-1.028198	-0.564373	-0.463845	0.000021	62.148662	202.198483	0.001552	0.003573	0.000000	0.004275	1.3	2.0	7.4	14.9
850	-1.108181	-0.609128	-0.499075	0.000022	61.366498	204.118590	0.001232	0.002731	0.000000	0.003237	1.7	2.2	1.4	9.4
851	-1.051240	-0.576371	-0.474891	0.000022	60.572841	206.104547	0.001264	0.002637	0.000000	0.003318	1.4	4.2	1.4	11.3
852	-1.097489	-0.591951	-0.505558	0.000020	59.996463	207.571205	0.001243	0.001995	0.000000	0.002406	1.4	2.3	1.5	9.4
853	-1.078156	-0.599391	-0.478786	0.000021	59.219071	209.582749	0.001274	0.002067	0.000000	0.002647	1.1	2.0	1.6	10.7
854	-1.079398	-0.599705	-0.479715	0.000021	58.492077	211.499485	0.001840	0.002500	0.000000	0.003825	1.3	2.3	1.4	9.1
855	-1.091385	-0.616973	-0.474433	0.000022	59.491371	208.873736	0.001261	0.002204	0.000000	0.003072	1.4	1.9	1.2	8.7
856	-1.080107	-0.591815	-0.488313	0.000020	58.697754	210.953666	0.001194	0.002487	0.000000	0.003169	1.2	1.8	1.2	8.1
857	-1.070875	-0.580671	-0.490226	0.000022	58.538613	211.375741	0.001472	0.002449	0.000000	0.003264	1.5	1.8	1.2	8.4
858	-1.119143	-0.602303	-0.516859	0.000020	57.745307	213.505211	0.001350	0.002900	0.000000	0.003607	1.4	1.8	1.1	8.1
859	-1.047208	-0.580222	-0.467006	0.000020	57.917097	213.040445	0.001591	0.002707	0.000000	0.003708	1.2	1.9	1.1	8.2
860	-1.061983	-0.578718	-0.483288	0.000022	57.123451	215.204694	0.001435	0.002733	0.000000	0.003142	1.3	1.6	1.2	7.9
861	-1.086263	-0.580324	-0.505961	0.000022	58.106564	212.530193	0.001830	0.002168	0.000000	0.003271	1.4	1.8	1.1	8.2
862	-1.075176	-0.598810	-0.476388	0.000022	57.360559	214.553514	0.001243	0.002280	0.000000	0.002711	1.3	1.7	8.7	17.6
863	-1.074291	-0.583163	-0.491150	0.000023	58.319950	211.958447	0.001927	0.002660	0.000000	0.003599	1.3	1.8	1.3	8.7
864	-1.082351	-0.604966	-0.477406	0.000021	59.248436	209.506055	0.001222	0.001830	0.000000	0.002523	7.5	2.0	1.2	16.2
865	-1.086072	-0.599606	-0.486487	0.000021	58.906328	210.403027	0.001162	0.002437	0.000000	0.003101	1.1	1.8	1.2	7.9
866	-1.069297	-0.589995	-0.479323	0.000021	58.876763	210.480906	0.001386	0.002178	0.000000	0.003004	1.2	7.7	1.2	15.9
867	-1.121156	-0.610206	-0.510972	0.000022	59.876522	207.879035	0.001261	0.002507	0.000000	0.002883	1.1	1.8	1.4	7.9
868	-1.093419	-0.590969	-0.502471	0.000021	59.094855	209.907782	0.001122	0.003190	0.000000	0.003418	2.2	7.3	1.3	14.5
869	-1.090552	-0.604494	-0.486078	0.000020	60.094710	207.319731	0.001564	0.001747	0.000000	0.002675	1.2	1.6	1.1	7.7
870	-1.083594	-0.599080	-0.484536	0.000022	60.934149	205.195679	0.001444	0.002304	0.000000	0.002992	1.1	1.8	1.2	8.0
871	-1.063930	-0.596033	-0.467917	0.000021	60.246208	206.933145	0.001334	0.001945	0.000000	0.002264	1.4	1.8	1.2	8.0
872	-1.085321	-0.600811	-0.484531	0.000022	59.455409	208.967097	0.001650	0.002377	0.000000	0.003555	1.1	2.0	1.3	8.1
873	-1.103195	-0.608534	-0.494681	0.000021	60.351464	206.665406	0.001655	0.002479	0.000000	0.003209	1.3	1.8	1.1	8.1
874	-1.094883	-0.595020	-0.499883	0.000020	59.557815	208.701457	0.001097	0.002267	0.000000	0.002621	1.2	1.6	1.4	8.2
875	-1.054120	-0.581568	-0.472575	0.000023	58.765550	210.774368	0.001414	0.003081	0.000000	0.003592	1.3	2.0	1.3	8.6
876	-1.097314	-0.605004	-0.492330	0.000021	59.764295	208.167896	0.001297	0.002301	0.000000	0.003082	1.2	2.0	1.4	8.8
877	-1.052235	-0.557049	-0.495208	0.000022	59.214671	209.594246	0.001787	0.002489	0.000000	0.003487	1.1	1.7	1.2	6.1
878	-1.084906	-0.593268	-0.491660	0.000022	58.541744	211.367423	0.000956	0.002219	0.000000	0.002666	1.1	1.8	1.3	7.5
879	-1.079105	-0.578630	-0.500495	0.000020	59.541686	208.743250	0.001308	0.002419	0.000000	0.002879	1.1	1.8	1.3	7.8
880	-1.079771	-0.578519	-0.501274	0.000022	60.475883	206.349815	0.001378	0.002121	0.000000	0.002786	1.1	1.7	1.3	7.2
881	-1.065757	-0.582352	-0.483424	0.000020	60.012736	207.529509	0.001359	0.001890	0.000000	0.002507	1.1	1.9	1.8	8.6
882	-1.060776	-0.577852	-0.482944	0.000021	59.219252	209.582275	0.001363	0.002259	0.000000	0.003008	1.1	7.4	1.1	13.5
883	-1.079285	-0.578110	-0.501197	0.000022	59.567616	208.676070	0.001383	0.002378	0.000000	0.002929	1.2	1.6	1.2	9.6
884	-1.053931	-0.585290	-0.468663	0.000022	58.774343	210.751135	0.001198	0.002136	0.000000	0.002675	3.5	2.6	1.8	12.0
885	-1.050497	-0.574829	-0.475691	0.000023	59.763604	208.169677	0.001744	0.002313	0.000000	0.002992	1.4	2.3	1.4	15.7
886	-1.064691	-0.581665	-0.483047	0.000022	60.756917	205.640502	0.001104	0.001930	0.000000	0.002593	6.6	1.6	1.0	13.3
887	-1.086121	-0.604710	-0.481432	0.000021	60.305460	206.782341	0.001493	0.002357	0.000000	0.003055	1.1	1.7	7.3	14.3
888	-1.075186	-0.600203	-0.475004	0.000022	60.838195	205.436269	0.001166	0.002361	0.000000	0.002860	1.2	1.8	1.2	8.4
889	-1.107448	-0.592931	-0.514537	0.000020	61.814390	203.014637	0.001155	0.002631	0.000000	0.002685	1.1	1.8	1.4	14.0
890	-1.059131	-0.583643	-0.475509	0.000021	61.021397	204.977408	0.001154	0.002113	0.000000	0.002532	1.4	1.8	1.1	8.5
891	-1.055231	-0.570020	-0.485233	0.000022	62.013978	202.526535	0.001227	0.002336	0.000000	0.002975	1.1	1.8	1.2	7.8
892	-1.116297	-0.609629	-0.506689	0.000022	61.220363	204.481380	0.001307	0.001633	0.000000	0.002475	1.5	1.9	1.1	10.6
893	-1.093774	-0.601875	-0.491920	0.000021	61.082321	204.825268	0.001620	0.002213	0.000000	0.002938	1.2	1.8	1.1	9.6
894	-1.085081	-0.606176	-0.478925	0.000020	60.532482	206.206569	0.001367	0.002496	0.000000	0.003341	1.4	2.1	1.2	9.2
895	-1.094529	-0.596662	-0.497888	0.000021	59.738981	208.233163	0.001229	0.002358	0.000000	0.002772	1.5	2.0	1.2	6.5
896	-1.045381	-0.543558	-0.501844	0.000022	60.689074	205.811286	0.001721	0.002188	0.000000	0.002919	1.6	2.4	1.6	9.8
897	-1.055583	-0.568957	-0.486647	0.000022	60.028528	207.489064	0.001233	0.002206	0.000000	0.002815	1.6	1.7	1.3	8.7
898	-1.053974	-0.577636	-0.476360	0.000022	59.235367	209.540181	0.001199	0.002375	0.000000	0.003010	1.1	1.7	1.3	8.0
899	-1.046717	-0.566248	-0.480490	0.000021	59.573851	208.659921	0.001563	0.002515	0.000000	0.003532	1.2	1.8	1.2	8.0
900	-1.050387	-0.582744	-0.467664	0.000021	58.811596	210.652764	0.001363	0.002293	0.000000	0.002786	1.3	2.0	1.1	9.2
901	-1.108122	-0.611311	-0.496832	0.000021	58.099515	212.549133	0.001366	0.001942	0.000000	0.002631	13.7	1.9	1.2	21.1
902	-1.107694	-0.605806	-0.501908	0.000021	58.980678	210.207438	0.001351	0.003363	0.000000	0.003777	1.3	1.8	1.3	8.8
903	-1.086384	-0.598708	-0.487698	0.000022	59.979375	207.615004	0.001211	0.002706	0.000000	0.002941	7.2	1.9	1.3	14.8
904	-1.115527	-0.611399	-0.504150	0.000021	60.109890	207.280928	0.001097	0.002298	0.000000	0.002910	1.5	1.9	1.8	8.6
905	-1.068174	-0.592337	-0.475858	0.000021	59.316233	209.329207	0.001459	0.002442	0.000000	0.002762	6.7	1.9	1.2	13.9
906	-1.082545	-0.598590	-0.483977	0.000022	58.553904	211.335115	0.001427	0.002348	0.000000	0.002909	1.3	1.8	1.2	10.6
907	-1.097310	-0.622581	-0.474751	0.000022	58.940290	210.313640	0.001660	0.002288	0.000000	0.003532	1.3	1.8	1.5	8.5
908	-1.079234	-0.589031	-0.490225	0.000022	58.146633	212.422598	0.001542	0.002087	0.000000	0.002609	1.3	1.9	1.3	8.7
909	-1.076880	-0.600914	-0.475988	0.000021	57.352977	214.574277	0.001586	0.002143	0.000000	0.002854	1.6	1.7	1.1	8.0
910	-1.045979	-0.578602	-0.467399	0.000021	58.346771	211.886798	0.001691	0.002779	0.000000	0.003417	1.2	1.8	1.2	8.2
911	-1.161093	-0.631590	-0.529525	0.000022	57.553325	214.027012	0.001151	0.002221	0.000000	0.002736	1.2	1.8	1.2	8.4
912	-1.074804	-0.584947	-0.489878	0.000021	56.760099	216.210288	0.001493	0.002369	0.000000	0.003312	1.2	1.8	1.3	8.0
913	-1.104587	-0.586320	-0.518288	0.000021	57.760036	213.465284	0.001183	0.002335	0.000000	0.002734	1.2	1.8	1.2	8.0
914	-1.079624	-0.596946	-0.482699	0.000022	58.760035	210.788942	0.001661	0.002467	0.000000	0.003385	1.3	1.8	1.2	7.7
915	-1.100856	-0.600607	-0.500272	0.000022	57.966378	212.907491	0.001102	0.002158	0.000000	0.002719	1.2	2.0	1.2	8.5
916	-1.058288	-0.579191	-0.479118	0.000021	57.179158	215.051349	0.001417	0.002300	0.000000	0.002496	1.4	1.9	1.6	9.0
917	-1.102190	-0.609192	-0.493018	0.000020	58.179053	212.335621	0.001202	0.002855	0.000000	0.003533	1.1	1.7	1.2	7.9
918	-1.057444	-0.596010	-0.461456	0.000022	57.385636	214.484874	0.001356	0.002285	0.000000	0.003004	1.1	1.8	3.5	9.5
919	-1.069525	-0.579860	-0.489686	0.000021	56.591989	216.678726	0.002150	0.002337	0.000000	0.003588	1.3	2.2	1.6	15.8
920	-1.071691	-0.574957	-0.496755	0.000021	57.590466	213.925863	0.001350	0.002760	0.000000	0.003269	1.1	1.7	1.2	7.6
921	-1.064735	-0.595965	-0.468792	0.000022	58.590459	211.238051	0.001337	0.003351	0.000000	0.003906	1.9	2.6	1.2	9.7
922	-1.039925	-0.559883	-0.480063	0.000021	57.796802	213.365682	0.001199	0.002012	0.000000	0.002685	6.9	1.9	1.3	14.3
923	-1.083651	-0.594286	-0.489385	0.000021	58.796455	210.692735	0.001161	0.002131	0.000000	0.002693	1.2	1.8	6.4	15.3
924	-1.054279	-0.570542	-0.483758	0.000021	58.002827	212.809262	0.001481	0.002159	0.000000	0.002758	1.3	1.8	1.3	8.3
925	-1.125011	-0.609302	-0.515730	0.000021	57.209217	214.968695	0.001288	0.002573	0.000000	0.002808	1.2	2.1	1.3	10.4
926	-1.099329	-0.604370	-0.494980	0.000021	58.107932	212.526518	0.001353	0.002048	0.000000	0.002507	1.7	2.0	1.4	9.6
927	-1.062823	-0.597632	-0.465214	0.000023	59.060114	209.998869	0.001546	0.002516	0.000000	0.003184	8.1	2.2	1.6	17.2
928	-1.098755	-0.609587	-0.489189	0.000021	58.782834	210.728705	0.001477	0.002487	0.000000	0.003226	1.1	1.7	1.7	8.4
929	-1.080334	-0.585532	-0.494823	0.000022	59.780034	208.127338	0.001568	0.003133	0.000000	0.004220	2.0	2.8	1.7	13.5
930	-1.070692	-0.570430	-0.500285	0.000023	58.986382	210.192447	0.001330	0.002283	0.000000	0.003024	5.0	1.9	2.4	15.4
931	-1.054136	-0.579227	-0.474932	0.000023	59.986370	207.597072	0.001582	0.002457	0.000000	0.003257	1.5	2.0	1.2	8.9
932	-1.092822	-0.605219	-0.487623	0.000020	60.174252	207.116580	0.001339	0.002162	0.000000	0.003158	2.7	2.0	1.3	9.5
933	-1.029435	-0.550823	-0.478633	0.000022	61.151159	204.653635	0.001765	0.002746	0.000000	0.003502	1.3	2.2	1.2	8.6
934	-1.076044	-0.588746	-0.487320	0.000022	62.005522	202.547168	0.001556	0.003530	0.000000	0.004122	1.4	1.9	1.3	10.5
935	-1.066967	-0.575414	-0.491575	0.000022	63.005522	200.136050	0.001790	0.001917	0.000000	0.002614	1.2	1.8	1.5	8.2
936	-1.029706	-0.559044	-0.470684	0.000022	62.586412	201.139551	0.001565	0.002590	0.000000	0.003483	1.2	1.9	1.2	7.5
937	-1.047383	-0.568190	-0.479214	0.000021	63.537499	198.876637	0.001352	0.002170	0.000000	0.002764	1.1	1.7	1.1	8.0
938	-1.121949	-0.608619	-0.513350	0.000020	64.537060	196.552622	0.001252	0.002052	0.000000	0.002643	1.1	1.7	1.2	7.8
939	-1.047673	-0.575321	-0.472375	0.000023	65.022837	195.442676	0.001286	0.001854	0.000000	0.002490	1.1	1.8	1.2	9.6
